"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 1925794 A1 20080528";"20080528";"200822";"en";"GR 20060100639 20061127";"20061127";"20061127";"";"";"";"";"";"";"F02B 37/10 (2006.01)
F02B 39/04 (2006.01)
F02B 39/08 (2006.01)";"84003 Sifnos";"GR";"84003 Sifnos";"GR";"";"";"Internal combustion engines turbochargers accelerators";"Internal combustion engine, turbocharger accelerators, for the achievement of right proportion of air or fuel mixing aiming at the right combustion of this. The particular provisions are separated in two basic categories. The first category allocates servomechanism of acceleration entirely completed inside the body of unit, while the second has the mechanism outside of the unit and the special dutch (21) inside this. The servomechanism of the first category is in fact a hydraulic motor, speed controlled semi-independent from the shaft of blower (9) and turbine (48). The provisions of second category allocate mechanism of speed control (73), externally of the unit (92), which substantially is a system of continuous variable transmission speed of infinity ratio, planetary system, with parabolic cogwheels. And the two categories also allocate oil pump and oil accumulator (70) that according to another modification of invention can be replaced from the gravity that they have incorporated. These provisions find application in all types of gasoline and diesel engines. <img file=""imgaf001.tif"" he=""105"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""142""/>"
"EP 1925817 A2 20080528";"20080528";"200822";"en";"GR 20060100633 20061121";"20061121";"20061121";"";"";"";"";"";"";"F03B 13/06 (2006.01)
F03D 9/00 (2006.01)
F03D 9/02 (2006.01)
H02J 3/38 (2006.01)";"55236 Panorama, Thessaloniki";"GR";"55236 Panorama, Thessaloniki";"GR";"";"";"A system of production of electric energy from renewable energy sources";"A system of production and management of electrical energy from renewable sources of energy, particularly from the synergetic exploitation of wind and solar energy through pumped storage hydroelectricity within a manmade water system, with the use of power electronics, including at least one hydroelectric pumped storage power station (5) which has: at least one hydroelectric turbine (9, 7), at least one electric motor driven pump (8, 6), at least one triple-fed frequency converter (FVC1), and at least one AC variable speed drive (DRIVE 2) which is fed from the output of the frequency converter (FVC1) and transmits electric power to the electric motor (8) of the electric motor driven pump. The triple-fed frequency converter (FVC1) has a first feed with electrical energy from the generator (9) of the hydroelectric turbine, a second feed from at least one wind farm (11) and a third feed from at least one photovoltaic power station (12). The leveling of the intermittent and fluctuating electrical energy from the wind farm (11) and from the photovoltaic power station (12) is realized by controlling the flow of electrical energy from the generator (9) of the hydroelectric turbine to the first feed of the triple-fed frequency converter (FVC1). <img file=""imgaf001.tif"" he=""99"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""89""/>"
"EP 1925817 A3 20100526";"20100526";"201021";"en";"GR 20060100633 20061121";"20061121";"20061121";"";"";"";"";"";"";"F03B 13/06 (2006.01)
F03D 9/00 (2006.01)
F03D 9/02 (2006.01)
H02J 3/38 (2006.01)";"55236 Panorama, Thessaloniki";"GR";"55236 Panorama, Thessaloniki";"GR";"";"";"A system of production of electric energy from renewable energy sources";"A system of production and management of electrical energy from renewable sources of energy, particularly from the synergetic exploitation of wind and solar energy through pumped storage hydroelectricity within a manmade water system, with the use of power electronics, including at least one hydroelectric pumped storage power station (5) which has: at least one hydroelectric turbine (9, 7), at least one electric motor driven pump (8, 6), at least one triple-fed frequency converter (FVC1), and at least one AC variable speed drive (DRIVE 2) which is fed from the output of the frequency converter (FVC1) and transmits electric power to the electric motor (8) of the electric motor driven pump. The triple-fed frequency converter (FVC1) has a first feed with electrical energy from the generator (9) of the hydroelectric turbine, a second feed from at least one wind farm (11) and a third feed from at least one photovoltaic power station (12). The leveling of the intermittent and fluctuating electrical energy from the wind farm (11) and from the photovoltaic power station (12) is realized by controlling the flow of electrical energy from the generator (9) of the hydroelectric turbine to the first feed of the triple-fed frequency converter (FVC1). <img file=""imgaf001.tif"" he=""87"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 1925817 B1 20121031";"20121031";"201244";"en";"GR 20060100633 20061121";"20061121";"20061121";"";"";"";"";"";"";"F03B 13/06 (2006.01)
F03D 9/00 (2006.01)
F03D 9/02 (2006.01)
H02J 3/38 (2006.01)";"55236 Panorama, Thessaloniki";"GR";"55236 Panorama, Thessaloniki";"GR";"";"";"A system of production of electric energy from renewable energy sources";""
"EP 1925817 B9 W1B1 20130529";"20130529";"201322";"en";"GR 20060100633 20061121";"20061121";"20061121";"";"";"";"";"";"";"F03B 13/06 (2006.01)
F03D 9/00 (2006.01)
F03D 9/02 (2006.01)
H02J 3/38 (2006.01)";"55236 Panorama, Thessaloniki";"GR";"55236 Panorama, Thessaloniki";"GR";"";"";"A system of production of electric energy from renewable energy sources";""
"EP 1925849 A1 20080528";"20080528";"200822";"en";"GR 20060100642 20061127";"20061127";"20061127";"";"";"";"";"";"";"F16H 3/76 (2006.01)";"84003 Sifnos";"GR";"84003 Sifnos";"GR";"";"";"Car's steering system, with planetary system of continuous transmission movement via cogwheels";"The present invention refers to cars steering system that make use of planetary disks (13) of parabolic shape that has infinity place of relation, for the continuous transmission of movement via cogwheels. The relation change or speed of correspondence of steering system is carried out with the deviation or change of angle of rotation of planets from the middle vertical line. For the transmission of movement becomes use either of reversible electromotor (15), or hydraulic oscillator, or hydraulic cylinders of double acting energy (9). The command of motive provision is transported to the lever arm of relation control (23), which changes it in linear movement, and respectively via the angle change of axis of rotation of planets, causes the change of turns. <img file=""imgaf001.tif"" he=""114"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""108""/>"
"EP 1925891 A2 20080528";"20080528";"200822";"en";"GR 20060100634 20061121";"20061121";"20061121";"";"";"";"";"";"";"F24J 2/52 (2006.01)
F24J 2/54 (2006.01)";"552 36 Panorama, Thessaloniki";"GR";"552 36 Panorama, Thessaloniki";"GR";"";"";"Photovoltaic power station";"A photovoltaic power station, which produces electrical energy from solar energy, comprising at least two arrays of photovoltaic cells (2), at least two flat structures (3), at least one space lattice structure (4), and at least one foundation (6) which bears a bearing plane (5). The arrays of photovoltaic cells (2) are fixed on the flat structures (3), the flat structures (3) are firmly or rotationally connected to the space lattice structure (4), the space lattice structure (4) rotates, with respect to the foundation (6), about just one axis (7) which is perpendicular to the bearing plane (9). The space lattice structure (4) is configured with framework members and node connectors (1), which are interconnected in a configuration which consists of polyhedra. The framework members are pin-connected at their ends to the node connectors (1) and the polyhedra are selected from the set whose members are octahedron (O), tetrahedron (T), cubeoctahedron (CO), semi-octahedron (½O), semi-cubeoctahedron (½CO). The configuration of the space lattice structure (4) has integrity and the space lattice structure (4) is characterized by complete vector equilibrium. <img file=""imgaf001.tif"" he=""103"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""86""/>"
"EP 1925891 A3 20101006";"20101006";"201040";"en";"GR 20060100634 20061121";"20061121";"20061121";"";"";"";"";"";"";"F24J 2/52 (2006.01)
F24J 2/54 (2006.01)";"552 36 Panorama, Thessaloniki";"GR";"552 36 Panorama, Thessaloniki";"GR";"";"";"Photovoltaic power station";"A photovoltaic power station, which produces electrical energy from solar energy, comprising at least two arrays of photovoltaic cells (2), at least two flat structures (3), at least one space lattice structure (4), and at least one foundation (6) which bears a bearing plane (5). The arrays of photovoltaic cells (2) are fixed on the flat structures (3), the flat structures (3) are firmly or rotationally connected to the space lattice structure (4), the space lattice structure (4) rotates, with respect to the foundation (6), about just one axis (7) which is perpendicular to the bearing plane (9). The space lattice structure (4) is configured with framework members and node connectors (1), which are interconnected in a configuration which consists of polyhedra. The framework members are pin-connected at their ends to the node connectors (1) and the polyhedra are selected from the set whose members are octahedron (O), tetrahedron (T), cubeoctahedron (CO), semi-octahedron (½O), semi-cubeoctahedron (½CO). The configuration of the space lattice structure (4) has integrity and the space lattice structure (4) is characterized by complete vector equilibrium. <img file=""imgaf001.tif"" he=""93"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 1925891 B1 20140702";"20140702";"201427";"en";"GR 20060100634 20061121";"20061121";"20061121";"";"";"";"";"";"";"F24J 2/52 (2006.01)
F24J 2/54 (2006.01)";"552 36 Panorama, Thessaloniki";"GR";"552 36 Panorama, Thessaloniki";"GR";"";"";"Photovoltaic power station";""
"EP 1925891 B9 W1B1 20141119";"20141119";"201447";"en";"GR 20060100634 20061121";"20061121";"20061121";"";"";"";"";"";"";"F24J 2/52 (2006.01)
F24J 2/54 (2006.01)";"552 36 Panorama, Thessaloniki";"GR";"552 36 Panorama, Thessaloniki";"GR";"";"";"Photovoltaic power station";""
"EP 1926043 A1 20080528";"20080528";"200822";"fr";"";"";"20061127";"";"";"";"";"";"";"G06Q 20/00 (2006.01)
G07F 7/02 (2006.01)";"551-32 Hellas, Thessaloniki
551-32  Hellas, Thessaloniki";"GR
GR";"551-32 Hellas, Thessaloniki
551-32  Hellas, Thessaloniki";"GR
GR";"81308 München";"DE";"Treatment of coins in payments by using a card";""
"EP 1926833 A2 20080604";"20080604";"200823";"en";"GR 20050100481 20050920";"20050920";"20050920";"WO2007034423 20070329 [2007-13]";"IB2006053393 20060920 (en)";"20060920";"";"";"";"C12Q 1/68 (2006.01)";"GR-114 74 Athens
GR-19100 Megara, Attiki
GR-163-42 Ilioupoli, Attiki
GR-176 72 Kallithea, Attiki
GR-26 504 Rion Patras, Attiki
GR-157 22 Athens";"GR
GR
GR
GR
GR
GR";"153 44 Gerakas/athens";"GR";"1316 Copenhagen K";"DK";"METHOD FOR DETECTING SINGLE NUCLEOTIDE VARIATIONS IN A NUCLEOTIDE SEQUENCE USING DRY/LYOPHILIZED REAGENTS.";""
"EP 1926860 A1 20080604";"20080604";"200823";"en";"GR 20050100484 20050921";"20050921";"20050921";"WO2007034245 20070329 [2007-13]";"GR2006000047 20060915 (en)";"20060915";"";"";"";"E01H 12/00 (2006.01)";"GR-32300 Orchomenos
GR-11362 Athens";"GR
GR";"32300 Orchomenos";"GR";"80336 München";"DE";"METHOD AND MECHANISM FOR CLEANING BEACH SAND";""
"EP 1926941 A1 20080604";"20080604";"200823";"en";"GR 20050100487 20050922";"20050922";"20050922";"WO2007034246 20070329 [2007-13]";"GR2006000051 20060920 (en)";"20060920";"";"";"";"F24D 3/02 (2006.01)
F25D 17/02 (2006.01)";"501 00 Kozani";"GR";"501 00 Kozani";"GR";"";"";"NEW THREE PIPE SYSTEM";""
"EP 1926941 B1 20130612";"20130612";"201324";"en";"GR 20050100487 20050922";"20050922";"20050922";"WO2007034246 20070329 [2007-13]";"GR2006000051 20060920 (en)";"20060920";"";"";"";"F24D 3/02 (2006.01)
F25D 17/02 (2006.01)";"501 00 Kozani";"GR";"501 00 Kozani";"GR";"40237 Düsseldorf";"DE";"NEW THREE PIPE SYSTEM";""
"EP 1927515 A1 20080604";"20080604";"200823";"en";"GR 20060100651 20061129";"20061129";"20061129";"";"";"";"";"";"";"B60R 21/02 (2006.01)";"Thrakomakedones  Attiki";"GR";"19300 Aspropirgo's Xirorema";"GR";"";"";"Plane metallic protective guard of pick-up truck rear window, with reinforcing bend ups, made with the use of the methods laser cutting, plasma cutting, waterjet cutting or punching";"Plane protective guard, for protection of the rear window of pick-up trucks, featuring reinforcing bend - ups and made of Sheet metal (Steel, Aluminum, Stainless Steel, Cooper) 1 up to 8 mm thickness, with the use of one of the following cutting methods: Laser Cutting, Plasma Cutting, Waterjet Cutting, Punching.
The shape of the plane protective guard, forms load-bearing cells which deliver uniformly the possible loads caused by hits, and openings that while they provide the driver sufficient visual field with the back area of the vehicle, they do not allow objects to be entered in the passengers cab.
The plane protective guard, can accept plane elements that contribute to the additional protection of the passengers cab, from objects and the sun.
The abovementioned methods of fabrication, provide the capability of achieving various shapes and patterns on the plane of the guard, thus providing unlimited possibilities of decoration for the vehicle. <img file=""imgaf001.tif"" he=""122"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 1928076 A2 20080604";"20080604";"200823";"en";"GR 20060100650 20061129";"20061129";"20061129";"";"";"";"";"";"";"H02M 1/08 (2006.01)";"16675 Glyfada";"GR";"16675 Glyfada";"GR";"";"";"Circuit controlling the firing angle of semiconductors";"This invention refers to a circuit controlling the triggering angle of thyristors in single, three-phase or polyphase rectifying bridges, and also for the triggering control of triacs.
It uses optocouplers (O1,O'1) as switches instead of transformers for the synchronization of the mains supply voltages with the triggering angle of thyristors (Th1,Th2,...) or triacs, simplifying considerably the control circuit and minimizing the production cost. The optocouplers (O1,O'1) can be opto-transistors, opto-triacs or optothyristors.
Basic characteristic of this circuit is the isolation it provides in the electronic control circuit between the mains voltages and the rectification voltages. <img file=""imgaf001.tif"" he=""90"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/>"
"EP 1928076 A3 20081112";"20081112";"200846";"en";"GR 20060100650 20061129";"20061129";"20061129";"";"";"";"";"";"";"H02M 1/092 (2006.01)";"16675 Glyfada";"GR";"16675 Glyfada";"GR";"";"";"Circuit controlling the firing angle of semiconductors";"This invention refers to a circuit controlling the triggering angle of thyristors in single, three-phase or polyphase rectifying bridges, and also for the triggering control of triacs.
It uses optocouplers (O1,O'1) as switches instead of transformers for the synchronization of the mains supply voltages with the triggering angle of thyristors (Th1,Th2,...) or triacs, simplifying considerably the control circuit and minimizing the production cost. The optocouplers (O1,O'1) can be opto-transistors, opto-triacs or optothyristors.
Basic characteristic of this circuit is the isolation it provides in the electronic control circuit between the mains voltages and the rectification voltages. <img file=""imgaf001.tif"" he=""91"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/>"
