"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 0665047 A1 19950802";"19950802";"199531";"en";"";"";"19940128";"";"";"";" 6B 01J  23/56   B
 6B 01J  37/02   B";" 6B 01D  53/94   A";"";"";"GR-263 31 Aroi, Patras
Agios Basilios, Patras
GR-264 41 Patras
GR-264 41 Patras
GR-132 31 Athens";"GR
GR
GR
GR
GR";"GR-263 31 Aroi, Patras
Agios Basilios, Patras
GR-264 41 Patras
GR-264 41 Patras
GR-132 31 Athens";"GR
GR
GR
GR
GR";"106 72 Athens";"GR";"New three-way catalysts with PT, RH and PD, each supported on a seperate support";"New catalysts for catalytic convertion of CO, light hydrocarbons and nitrogen oxides comprising a 1-layer/3-parts catalyst and/or a 3-layer catalyst, where Rh is supported on W⁶⁺-doped-TiO₂, Pd supported on Y₂O₃-doped-ZrO₂ and Pt supported on SiO₂ or γ-Al₂O₃ or Y₂O₃-doped-ZrO₂, were found to be significantly more active and durable than the known commercial ones.
The new catalysts require smaller quantities of PGM in order to achieve the same activity as known ones and, in addition, present longer lifetime. They may be used for example for automobile emission control and/or for the treatment of industrial and power generation stations emissions.<img file=""imgaf001.tif"" he=""115"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""76""/>"
"EP 0665047 B1 19980826";"19980826";"199835";"en";"";"";"19940128";"";"";"";" 6B 01J  23/56   B
 6B 01J  37/02   B";" 6B 01D  53/94   A";"";"";"263 31 Aroi, Patras
Agios Basilios, Patras
264 41 Patras
264 41 Patras
132 31 Athens";"GR
GR
GR
GR
GR";"263 31 Aroi, Patras
Agios Basilios, Patras
264 41 Patras
264 41 Patras
132 31 Athens";"GR
GR
GR
GR
GR";"106 72 Athens";"GR";"New three-way catalysts with PT, RH and PD, each supported on a separate support";""
"EP 0671836 A2 19950913";"19950913";"199537";"en";"GR 94010109 19940301";"19940301";"19940301";"";"";"";" 6H 03M  13/00   B";" 6H 04L  25/03   A";"";"";"190 02, Peania, Attika";"GR";"GR-190 02 Paiania, Attica";"GR";"145 62 Kifisia-Athens";"GR";"Integrated circuit for maximum likelihood estimation of transmitted digital data";"In modern data transmission systems the main reasons for the unreliable reception of data is the InterSymbol Interference (ISI), the noise together with the errors (in the demodulation stage and the timing of the samples). There is, however, a maximum likelihood receiver that minimises these effects in an optimum way, using dedicated algorithms. One well known algorithm which eliminates ISI, due to multi-path propagation, in mobile communication receivers is the Viterbi algorithm that determines the real transmitted sequence, by observing the data for a long time interval.
The Viterbi algorithm can be used not only for the decoding of convolutional code sequences but also for the estimation of the maximum likelihood sequence of data distorted by ISI.
The current patent application concerns an integrated circuit that executes a properly modified Viterbi algorithm using parallel architecture. Implementations of the Viterbi algorithm using commercial DSPs or ASICs have been reported in the past. However they do not employ a parallel architecture and thus, require much longer processing times.
The main use of the proposed invention is in the Maximum Likelihood Sequence Estimation (MLSE) of digital data sequences, distorted by noise attributed to ISI. The same architecture, however, with minor modifications, can also be used to decode digital data coded with convolutional codes.<img file=""imgaf001.tif"" he=""139"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""58""/>"
"EP 0671836 A3 19970910";"19970910";"199737";"en";"GR 94010109 19940301";"19940301";"19940301";"";"";"";" 6H 03M  13/00   B";" 6H 04L  25/03   A";"";"";"190 02, Peania, Attika";"GR";"GR-190 02 Paiania, Attica";"GR";"145 62 Kifisia-Athens";"GR";"Integrated circuit for maximum likelihood estimation of transmitted digital data";"In modern data transmission systems the main reasons for the unreliable reception of data is the InterSymbol Interference (ISI), the noise together with the errors (in the demodulation stage and the timing of the samples). There is, however, a maximum likelihood receiver that minimises these effects in an optimum way, using dedicated algorithms. One well known algorithm which eliminates ISI, due to multi-path propagation, in mobile communication receivers is the Viterbi algorithm that determines the real transmitted sequence, by observing the data for a long time interval.
The Viterbi algorithm can be used not only for the decoding of convolutional code sequences but also for the estimation of the maximum likelihood sequence of data distorted by ISI.
The current patent application concerns an integrated circuit that executes a properly modified Viterbi algorithm using parallel architecture. Implementations of the Viterbi algorithm using commercial DSPs or ASICs have been reported in the past. However they do not employ a parallel architecture and thus, require much longer processing times.
The main use of the proposed invention is in the Maximum Likelihood Sequence Estimation (MLSE) of digital data sequences, distorted by noise attributed to ISI. The same architecture, however, with minor modifications, can also be used to decode digital data coded with convolutional codes.<img file=""imgaf001.tif"" he=""139"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""58""/>"
"EP 0690948 A1 19960110";"19960110";"199602";"en";"GR 19920100576 19921224";"19921224";"19921224";"WO1994015047 19940707 [1994-15]";"GR1993000022 19931223 (en)";"19931223";"";"";"";"E04B 1/ 36 (    .  )
E04H 9/ 02 (    .  )";"GR-154 51 N. Psihikon
GR-154 51 N. Psihikon
GR-175 61 P. Faliron";"GR
GR
GR";"GR-154 51 N. Psihikon
GR-154 51 N. Psihikon
GR-175 61 P. Faliron";"GR
GR
GR";"GR-106 73 Athens";"GR";"ANTISEISMIC CONNECTOR OF LIMITED VIBRATION FOR SEISMIC ISOLATION OF A STRUCTURE";""
"EP 0692451 A1 19960117";"19960117";"199603";"en";"";"";"19940713";"";"";"";" 6C 01B   3/40   B";" 6C 01B   3/00   A";"";"";"Xiamen 361005
Agios Basilios, Patras";"CN
GR";"Xiamen 361005
Agios Basilios, Patras";"CN
GR";"GR-106 72 Athens";"GR";"A stable and active nickel catalyst for carbon dioxide reforming of methane to synthesis gas";"This invention refers to a novel nickel-based catalyst which exhibits excellent activity and stability for carbon dioxide reforming of natural gas (methane) to synthesis gas. The catalyst consists of nickel crystallites in contact with La₂O₃ carrier or in the form of nickel supported on La₂O₃ carrier or in the form of nickel on La₂O₃ particles dispersed on a conventional carrier such as γ-Al₂O₃. The stable and active surface of Ni/La₂O₃ is formed, following two hours of the reaction of carbon dioxide reforming of methane at temperatures higher than 600°C. In contrast to conventional nickel-based catalysts, e.g. Ni/γ-Al₂O₃, the new Ni/La₂O₃ catalysts (at the stable state) are not prone to coking in the temperature range of 550-850°C, exhibiting excellent stability. Near complete conversion of methane and carbon dioxide, and around 100% selectivity to carbon monoxide and hydrogen are achieved over the Ni/La₂O₃ catalysts under stoichiometric conditions at temperatures in the neighbourhood of 8oo°C and a superficial contact time of ca. 0.02 seconds.<img file=""imgaf001.tif"" he=""100"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""111""/>"
"EP 0692451 B1 20000517";"20000517";"200020";"en";"";"";"19940713";"";"";"";" 7C 01B   3/40   B";" 7C 01B   3/00   A";"";"";"Xiamen 361005
Agios Basilios, Patras";"CN
GR";"Xiamen 361005
Agios Basilios, Patras";"CN
GR";"106 72 Athens";"GR";"A stable and active nickel catalyst for carbon dioxide reforming of methane to synthesis gas";""
"EP 0700256 A1 19960313";"19960313";"199611";"en";"GR 19940100062 19940208";"19940208";"19940208";"WO1995021542 19950817 [1995-35]";"GR1995000002 19950207 (en)";"19950207";"";"";"";"A23L 1/ 302 (    .  )
A23L 1/ 304 (    .  )
A23L 2/ 02 (    .  )
A23L 2/ 52 (    .  )";"GR-154 52 Pal. Psihico";"GR";"GR-145 64 Kifissia";"GR";"GR-106 80 Athens";"GR";"A NATURAL AND HEALTHY JUICE";""
"EP 0700256 B1 20010509";"20010509";"200119";"en";"GR 94100062 19940208";"19940208";"19940208";"WO9521542 19950817 [1995-35]";"GR9500002 19950207 (en)";"19950207";" 7A 23L   2/52   B";" 7A 23L   2/02   A";"";"";"GR-154 52 Pal. Psihico";"GR";"145 64 Kifissia";"GR";"106 80 Athens";"GR";"A NATURAL AND HEALTHY JUICE";""
"EP 0701544 A1 19960320";"19960320";"199612";"en";"";"";"19940128";"WO1995020556 19950803 [1995-33]";"GR1994000001 19940128 (en)";"19940128";"";"";"";"C07C 2/ 84 (    .  )
C07C 9/ 06 (    .  )
C07C 11/ 04 (    .  )";"GR-263 31 Aroi, Patras
GR-264 41 Patras
GR-264 43 Patras";"GR
GR
GR";"GR-263 31 Aroi, Patras
GR-264 41 Patras
GR-264 43 Patras";"GR
GR
GR";"GR-106 72 Athens";"GR";"METHOD AND APPARATUS FOR FORMING ETHYLENE OR ETHANE AND ETHYLENE FROM METHANE";""
"EP 0701544 B1 19990113";"19990113";"199902";"en";"";"";"19940128";"WO9520556 19950803 [1995-33]";"GR9400001 19940128 (en)";"19940128";" 6C 07C   9/06   B
 6C 07C   2/84   B";" 6C 07C  11/04   A";"";"";"263 31 Aroi, Patras
264 41 Patras
264 43 Patras";"GR
GR
GR";"263 31 Aroi, Patras
264 41 Patras
264 43 Patras";"GR
GR
GR";"106 72 Athens";"GR";"METHOD AND APPARATUS FOR FORMING ETHYLENE OR ETHANE AND ETHYLENE FROM METHANE";""
"EP 0713462 A1 19960529";"19960529";"199622";"en";"GR 19940100271 19940606";"19940606";"19940606";"WO1995033646 19951214 [1996-01]";"GR1995000011 19950602 (en)";"19950602";"";"";"";"B62K 3/ 02 (    .  )
B62K 15/ 00 (    .  )
B62K 25/ 04 (    .  )
B62K 25/ 28 (    .  )";"GR-151 25 Paradissos Amaroussiou";"GR";"GR-151 25 Paradissos Amaroussiou";"GR";"GR-106 72 Athens";"GR";"ARTICULATED, FOLDING AND SECTIONAL BICYCLE WITH SPECIAL SUSPENSION SYSTEM";""
"EP 0713462 B1 20000510";"20000510";"200019";"en";"GR 94100271 19940606";"19940606";"19940606";"WO9533646 19951214 [1995-53]";"GR9500011 19950602 (en)";"19950602";" 7B 62K  25/04   B";" 7B 62K  15/00   A";"";"";"151 25 Paradissos Amaroussiou";"GR";"151 25 Paradissos Amaroussiou";"GR";"106 72 Athens";"GR";"ARTICULATED, FOLDING AND SECTIONAL BICYCLE WITH SPECIAL SUSPENSION SYSTEM";""
"EP 0721548 A1 19960717";"19960717";"199629";"en";"GR 19940100323 19940629";"19940629";"19940629";"WO1996000865 19960111 [1996-03]";"GR1995000012 19950627 (en)";"19950627";"";"";"";"F16H 39/ 32 (    .  )";"106 76 Athens";"GR";"106 76 Athens";"GR";"106 72 Athens";"GR";"AUTOMATIC INTERTIAL CONTINUOUSLY VARIABLE HYDROSTATIC TRANSMISSION";""
"EP 0735987 A1 19961009";"19961009";"199641";"en";"GR 19940100424 19940913";"19940913";"19940913";"WO1996009253 19960328 [1996-14]";"GR1995000017 19950913 (en)";"19950913";"";"";"";"B01J 39/ 04 (    .  )
C02F 1/ 42 (    .  )
C02F 3/ 30 (    .  )
C02F 3/ 32 (    .  )";"151 32 Maroussi
145 65 Attica";"GR
GR";"151 32 Maroussi
145 65 Attica";"GR
GR";"115 28 Athens";"GR";"METHOD FOR CLEANING CONTAMINATED WATER";""
"EP 0736112 A1 19961009";"19961009";"199641";"en";"GR 19940100414 19940906";"19940906";"19940906";"WO1996007776 19960314 [1996-12]";"GR1995000015 19950905 (en)";"19950905";"";"";"";"D01C 1/ 00 (    .  )
D06M 11/ 44 (    .  )";"151 32 Maroussi";"GR";"151 32 Maroussi";"GR";"115 28 Athens";"GR";"A METHOD FOR THE PRODUCTION OF QUALITY COTTON YARNS INVOLVING A LOW-COST PROCESS, FREE OF ENVIRONMENTAL POLLUTION";""
"EP 0737253 A1 19961016";"19961016";"199642";"en";"GR 19940100423 19940913";"19940913";"19940913";"WO1996008575 19960321 [1996-13]";"GR1995000016 19950913 (en)";"19950913";"";"";"";"C12P 7/ 06 (    .  )
C12M 1/ 107 (    .  )
C12P 7/ 08 (    .  )
C12P 7/ 10 (    .  )";"151 32 Maroussi
151 22 Maroussi
145 65 Attica
155 61 Attica";"GR
GR
GR
GR";"151 32 Maroussi
151 22 Maroussi
145 65 Attica
155 61 Attica";"GR
GR
GR
GR";"115 28 Athens";"GR";"A METHOD FOR PRODUCTION OF ETHYL ALCOHOL";""
"EP 0741107 A2 19961106";"19961106";"199645";"en";"GR 95100173   19950503";"19950503";"19950503";"";"";"";" 6C 01B   3/40   B
 6B 01J  23/46   B
 6B 01J  23/83   B";" 6C 01B   3/38   A";"";"";"Panepistimioupoli, Rion 26500 Ahaia
Panepistimioupoli, Rion 26500 Ahaia
Panepistimioupoli, Rion 26500 Ahaia";"GR
GR
GR";"711 10 Iraklio, Crete
26500 Ahaia
26500 Ahaia
26500 Ahaia";"GR
GR
GR
GR";"106 72 Athens";"GR";"Catalysts for the partial oxidation of light hydrocarbons to synthesis gas";"Two catalysts are revealed for the process of partial oxidation of light hydrocarbons to synthesis gas: a) Novel nickel-based catalysts for catalytic partial oxidation of light hydrocarbons, preferably natural gas, to synthesis gas (CO+H2) consist of nickel crystallites in contact with La2O3, either in the form of nickel supported on La2O3 carrier or in the form of nickel on La2O3 particles dispersed on a conventional carrier such as Al2O3. The nickel content of the catalyst can be in the range of 1-80 wt%, preferably 5-40 wt%. In contrast to conventional nickel-based catalysts, e.g. Ni/γ-Al2O3, which show a continuous deactivation due to coke formation, the novel Ni/La2O3 catalysts exhibit high conversion and selectivity and excellent stability towards partial oxidation of light hydrocarbons to synthesis gas at reaction temperatures higher than 500oC, even when using feed of lower O/C ratios (O=O2, H2O or CO2; C=light hydrocarbons, preferably CH4), thus permitting the process to be more cost-efficient. b) Ruthenium-based catalysts, consisting of 0.01∼40 wt.%, preferably 0.1-10 wt.%, Ru on a carrier of TiO2 optionally doped with an oxide, e.g. ZnO. The catalysts are capable of converting up to 60-70% of methane in the feed stream (if using a feed of O2/CH4=0.5) with selectivity to synthesis gas of 60∼80% and at oxygen conversion of 90-99%, via the direct partial oxidation scheme (i.e. without or with negligible involvement of reforming steps). The remaining of unconverted methane can be further converted to synthesis gas over the Ru/TiO2 or Ni/La2O3 or other reforming catalyst, by subsequent reforming with CO2 and H2O or by feeding more oxygen into the catalyst bed, via e.g. multi-feeding manner.<img file=""imgaf001.tif"" he=""92"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""68""/>"
