"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 3064744 A1 20160907";"20160907";"201636";"de";"";"";"20150304";"";"";"";"";"";"";"F02C 7/00 (2006.01)
G05B 23/02 (2006.01)";"85221 Dachau
85221 Dachau
16122 Kaisariani / Athen
85757 Karlsfeld";"DE
DE
GR
DE";"80995 München";"DE";"";"";"DIAGNOSIS OF GAS TURBINE AIRCRAFT ENGINES";""
"EP 3064744 B1 20171122";"20171122";"201747";"de";"";"";"20150304";"";"";"";"";"";"";"F02C 7/00 (2006.01)
G05B 23/02 (2006.01)";"85221 Dachau
85221 Dachau
16122 Kaisariani / Athen
85757 Karlsfeld";"DE
DE
GR
DE";"80995 München";"DE";"";"";"DIAGNOSIS OF GAS TURBINE AIRCRAFT ENGINES";""
"EP 3066694 A1 20160914";"20160914";"201637";"en";"GR 20130100631 20131105";"20131105";"20131105";"WO2015067843 20150514 [2015-19]";"FI2014050071 20140129 (en)";"20140129";"";"";"";"H01L 31/0224 (2006.01)
H01L 31/0232 (2006.01)
B82Y 30/00 (2011.01)
G02B 6/122 (2006.01)
H01L 31/0256 (2006.01)";"Cambridge CB4 3HF
GR-45500 Ioannina
Cambridge CB4 3LT
Girton CB3 0GJ
FI-02150 Espoo";"GB
GR
GB
GB
FI";"02610 Espoo";"FI";"02610 Espoo";"FI";"AN APPARATUS AND A METHOD FOR DETECTING PHOTONS";""
"EP 3073720 A1 20160928";"20160928";"201639";"en";"";"";"20150324";"";"";"";"";"";"";"H04M 3/436 (2006.01)";"17561 Palaio Faliro
15231 Chalandri";"GR
GR";"81379 München";"DE";"81545 München";"DE";"Method and device, system and software product for managing a call";"One aspect of the invention is a method for managing a call, including steps of: • recognizing a call request (111) of a calling party (10) to establish a call with a called party (20), and • extending a timeout being a time period between recognizing the call request (111) and automatically rejecting the call by the called party (20) before the call is established or rejected.
Further aspects are a telecommunication device and a telecommunication system for managing a call, and a respective software product. The invention provides a ringing time extension which gives the called party more time to establish an incoming call. <img file=""imgaf001.tif"" he=""106"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""132""/>"
"EP 3076337 A1 20161005";"20161005";"201640";"en";"";"";"20150331";"";"";"";"";"";"";"G06K 9/46 (2006.01)
G06F 17/30 (2006.01)
G06K 9/62 (2006.01)
G06T 7/40 (2006.01)";"Brasov
Thessaloniki
Brasov 500214 Brasov
Ashford Co. Wicklow";"RO
GR
RO
IE";"Co. Dublin";"IE";"Dublin 6";"IE";"METHOD AND SYSTEM FOR PRODUCT RECOGNITION";"A method of product recognition, comprising decomposing a product image of into a set of frequency components; performing a frequency analysis for each frequency component in the set of frequency components; detecting a plurality of edge pixels of the image based on the frequency analysis; selecting a set of interested pixels in the region of each of the plurality of edge pixels; creating a quantized product image; and creating a normalized histogram of the quantized image using the sets of interested pixels selected for each of the plurality of edge pixels, wherein product recognition is based on similarities between the normalized histogram of the quantized image and images of similar products in a database of products. <img file=""imgaf001.tif"" he=""83"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/>"
"EP 3076983 A1 20161012";"20161012";"201641";"en";"US 201361911071 P 20131203";"20131203";"20131203";"WO2015082356 20150611 [2015-23]";"EP2014075983 20141128 (en)";"20141128";"";"";"";"A61K 36/03 (2006.01)
A61K 35/74 (2015.01)
A61K 36/04 (2006.01)
A61K 36/53 (2006.01)
A61P 31/00 (2006.01)
A61P 31/16 (2006.01)
A61P 11/00 (2006.01)";"CH-1400 Yverdon-les-Bains";"CH";"14568 Kryoneri";"GR";"Marlow, Buckinghamshire SL7 1HZ";"GB";"IONIC AQUEOUS COMPOSITIONS";""
"EP 3085159 A1 20161026";"20161026";"201643";"en";"US 201361916817 P 20131217
US 201414151849 20140110";"20131217
20140110";"20131217";"WO2015095196 20150625 [2015-25]";"US2014070611 20141216 (en)";"20141216";"";"";"";"H04W 36/36 (2009.01)
H04W 36/14 (2009.01)";"GR-15354 Athens";"GR";"Mountain View, CA 94043";"US";"London WC1X 8BT";"GB";"METHOD AND APPARATUS FOR DETERMINING WHEN TO HANDOVER COMMUNICATIONS FROM A FIRST TO A SECOND ACCESS NETWORK";""
"EP 3086330 A1 20161026";"20161026";"201643";"en";"US 201462007126 P 20140603
US 201514715770 20150519";"20140603
20150519";"20140603";"";"";"";"";"";"";"H01C 7/12 (2006.01)
H01C 13/02 (2006.01)";"66100 Drama
66100 Drama
14341 Athens
15344 Athens
14565 Athens";"GR
GR
GR
GR
GR";"2012 Nicosia";"CY";"80538 München";"DE";"MODULAR OVERVOLTAGE PROTECTION UNITS";"A modular surge protection device comprising: a first electrode; (TL1, TL2, TL3) a second electrode; (TPE) a varistor member (338) captured between and electrically connected with each of the first and second electrodes, wherein the varistor member is formed of a varistor material; and a gas discharge tube (339) captured and electrically connected between the varistor member and one of the first and second electrodes.<img file=""imgaf001.tif"" he=""97"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""76""/>"
"EP 3098950 A1 20161130";"20161130";"201648";"en";"";"";"20150529";"";"";"";"";"";"";"H02M 1/00 (2006.01)
H02M 1/08 (2006.01)
H02M 1/15 (2006.01)
H02M 3/335 (2006.01)
H02M 7/48 (2007.01)
H02M 7/5387 (2007.01)";"60100 Katerini
411052 Pune
Bhopal";"GR
IN
IN";"Cleveland, OH 44122";"US";"80538 München";"DE";"SINGLE STAGE LOW VOLTAGE INPUT DC/AC INVERTER";"The present invention provides an improved single stage DC/AC inverter. The disclosed inverter is particularly suited for low voltage input. It significantly reduces the overall circuit complexity, space requirements, hardware components, development cost and improves reliability. The major challenge is to boost a low voltage DC to high voltage pure sine wave in a single stage with minimum components and small PCB (printed circuit board) size. The improved inverter with its new topology requires only a few components; in a preferred embodiment, the inverter may be constituted by a PWM converter, comparator/amplifier, a small high frequency transformer, four MOSFETs and resistors and capacitors. Therefore, the overall circuit can be accommodated in very small size PCB. The inverter does not need any special filter and removes output voltage ripples using a residual voltage discharge circuit."
"EP 3104779 A1 20161221";"20161221";"201651";"en";"PL 40718014 20140214";"20140214";"20140214";"WO2015121711 20150820 [2015-33]";"IB2014059042 20140217 (pl)";"20140217";"";"";"";"A61B 5/151 (2006.01)
A61B 17/3209 (2006.01)";"Dodecanes
PL-01-864 Warszawa";"GR
PL";"95-035 Ozorkow";"PL";"03-930 Warszawa";"PL";"A BLOCKING MECHANISM FOR A PATIENT'S SKIN INCISION DEVICE AND A METHOD OF CONTROLLING OF A SKIN INCISION DEVICE BY A BLOCKING MECHANISM";""
"EP 3104779 B1 20180704";"20180704";"201827";"en";"PL 40718014 20140214";"20140214";"20140214";"WO2015121711 20150820 [2015-33]";"IB2014059042 20140217 (pl)";"20140217";"";"";"";"A61B 5/151 (2006.01)
A61B 17/3209 (2006.01)";"Dodecanes
01-864 Warszawa
Flowery Branch, GA 30542
Jiaxing, Zhejiang 314031";"GR
PL
US
CN";"95-035 Ozorkow
Flowery Branch, GA 30542";"PL
US";"00-670 Warszawa";"PL";"A BLOCKING MECHANISM FOR A PATIENT'S SKIN INCISION DEVICE";""
"EP 3114878 A1 20170111";"20170111";"201702";"en";"US 201461947449 P 20140304
US 201414270600 20140506";"20140304
20140506";"20140304";"WO2015134624 20150911 [2015-36]";"US2015018751 20150304 (en)";"20150304";"";"";"";"H04W 36/18 (2009.01)
H04W 36/14 (2009.01)
H04W 84/12 (2009.01)";"GR-15354 Athens";"GR";"Mountain View, CA 94043";"US";"London WC1X 8BT";"GB";"HANDOVER METHOD BASED ON SEAMLESS MOBILITY CONDITIONS";""
"EP 3132353 A1 20170222";"20170222";"201708";"en";"US 201461980845 P 20140417";"20140417";"20140417";"WO2015161239 20151022 [2015-42]";"US2015026452 20150417 (en)";"20150417";"";"";"";"G06F 11/36 (2006.01)";"GR-16345 Athens";"GR";"Austin, Texas 78701";"US";"80336 München";"DE";"USER INTERFACE TEST COVERAGE";""
"EP 3134262 A1 20170301";"20170301";"201709";"en";"GR 20140100242 20140425
WO PCT/EP2015/054536 20150304";"20140425
20150304";"20140425";"WO2015162299 20151029 [2015-43]";"EP2015059093 20150427 (en)";"20150427";"";"";"";"B41F 13/11 (2006.01)
B41F 13/20 (2006.01)
B41N 1/20 (2006.01)
B41N 3/00 (2006.01)";"GR-14574 Rodopoli";"GR";"96 960 Majuro";"MH";"2594 AC The Hague";"NL";"ROTOGRAVURE PRINTING SYSTEM AND THE PREPARATION AND USE THEREOF";""
"EP 3134262 B1 20181003";"20181003";"201840";"en";"GR 20140100242 20140425
WO PCT/EP2015/054536 20150304";"20140425
20150304";"20140425";"WO2015162299 20151029 [2015-43]";"EP2015059093 20150427 (en)";"20150427";"";"";"";"B41F 13/11 (2006.01)
B41F 13/20 (2006.01)
B41N 1/20 (2006.01)
B41N 3/00 (2006.01)
B41F 9/00 (2006.01)";"GR-14574 Rodopoli";"GR";"96 960 Majuro";"MH";"2594 AC The Hague";"NL";"ROTOGRAVURE PRINTING SYSTEM AND PREPARATION AND USE THEREOF";""
"EP 3139329 A1 20170308";"20170308";"201710";"en";"";"";"20150903";"";"";"";"";"";"";"G06Q 20/02 (2012.01)";"T. K. 24100 Kalamata";"GR";"Wilmington, DE 19808";"US";"80333 München";"DE";"CONTACTLESS MOBILE PAYMENT SYSTEM";"This disclosure relates to methods and systems for mobile payments, where financial transactions can be conducted between customers and merchants via their mobile devices when their mobile devices are brought in close proximity to each other. The customer enters their payment authorization code on their own mobile device, in order to authorize payment transactions.
The disclosed system design and functionality allows for intuitive, real time, inexpensive and secure payment and cash-exchange transactions. <img file=""imgaf001.tif"" he=""112"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""131""/>"
"EP 3150210 A1 20170405";"20170405";"201714";"en";"US 112235 20081107";"20081107";"20081107";"";"";"";"";"";"";"A61K 31/7008 (2006.01)
A61K 31/728 (2006.01)
A61K 31/4166 (2006.01)
A61K 31/352 (2006.01)
A61K 31/353 (2006.01)
A61K 31/403 (2006.01)
A61K 33/40 (2006.01)
A61K 45/06 (2006.01)
A61K 41/00 (2006.01)
A61K 8/73 (2006.01)
A61K 8/22 (2006.01)
A61K 8/38 (2006.01)
A61K 8/49 (2006.01)
A61K 8/60 (2006.01)
A61K 8/97 (2017.01)
A61K 8/99 (2017.01)
A61P 17/00 (2006.01)
A61P 17/10 (2006.01)
A61Q 19/08 (2006.01)";"1-63038 Grottammare
GR-145 62 Athens
Calgary, Alberta T2P 5P6";"IT
GR
CA";"Laval, QC H7V 4A7";"CA";"London EC4M 7AW";"GB";"OXIDATIVE PHOTOACTIVATED SKIN REJUVENATION COMPOSITION";"There is provided a composition comprising at least one oxidant and at least one photoactivator capable of activating the oxidant for use in treatment of a skin condition by a method comprising (a) topically applying the composition on a patient's skin condition, and (b) treating said skin condition to actinic light for a time sufficient for said photoactivator to cause oxidation of said oxidant. The composition may further comprise one or more of a healing factor, a hydrophilic gelling agent, a chelating agent, a lipolysis stimulating factor and an additional photoactivator."
"EP 3150226 A1 20170405";"20170405";"201714";"en";"US 201261636480 P 20120420
US 201261636574 P 20120420
US 201261636577 P 20120420
US 201261701510 P 20120914
US 201261701502 P 20120914
US 201261701513 P 20120914
US 201361766611 P 20130219
US 201313830488 20130314";"20120420
20120420
20120420
20120914
20120914
20120914
20130219
20130314";"20120420";"";"";"";"";"";"";"A61K 41/00 (2006.01)
A61P 17/00 (2006.01)
A61P 17/02 (2006.01)
C09B 11/28 (2006.01)
A61K 8/49 (2006.01)
A61Q 19/08 (2006.01)
C09B 67/22 (2006.01)";"14562 Athens
63038 Grottammare
Laval, Quebec H7T 1V3";"GR
IT
CA";"Laval, QC H7V 4A7";"CA";"London EC4M 7AW";"GB";"BIOPHOTONIC COMPOSITIONS, KITS AND METHODS";"The present disclosure provides biophotonic topical compositions, kits and their uses. In particular, the biophotonic topical compositions of the present disclosure are substantially resistant to leaching such that very low amounts of chromophore(s) present in the biophotonic composition leach out of the composition. The biophotonic compositions and their uses are useful for promoting wound healing and skin rejuvenation, as well as treating acne and various skin disorders."
"EP 3151860 A1 20170412";"20170412";"201715";"en";"US 201462009869 P 20140609";"20140609";"20140609";"WO2015188271 20151217 [2015-50]";"CA2015050530 20150609 (en)";"20150609";"";"";"";"A61K 41/00 (2006.01)
A61K 31/352 (2006.01)
A61K 31/77 (2006.01)
A61K 8/90 (2006.01)";"63038 Grottammare
14562 Athens
Montréal, Québec H3X 2K6
Outremont, Québec H2V 1Y7
Kirkland, Québec H9H 4L5";"IT
GR
CA
CA
CA";"Laval, QC H7V 4A7";"CA";"London EC4M 7AW";"GB";"THERMOSETTING BIOPHOTONIC COMPOSITIONS AND USES THEREOF";""
"EP 3151861 A2 20170412";"20170412";"201715";"en";"US 201462009870 P 20140609";"20140609";"20140609";"WO2015189712 20151217 [2015-50]";"IB2015001761 20150609 (en)";"20150609";"";"";"";"A61K 41/00 (2006.01)
A61P 17/00 (2006.01)
A61Q 19/08 (2006.01)";"I-63038 Grottammare Ascoli Piceno
GR-14562 Athens
Laval, Quebec H7Y 2A8
Montreal, Quebec H3X 2K6
Outremont, Quebec H2V 1Y7
Kirkland, Quebec H9H 4L5";"IT
GR
CA
CA
CA
CA";"Laval, QC H7V 4A7";"CA";"London EC4M 7AW";"GB";"SILICONE-BASED BIOPHOTONIC COMPOSITIONS AND USES THEREOF";""
"EP 3152250 A1 20170412";"20170412";"201715";"en";"US 201462007911 P 20140604
US 201462012770 P 20140616";"20140604
20140616";"20140604";"WO2015184551 20151210 [2015-49]";"CA2015050518 20150604 (en)";"20150604";"";"";"";"C08J 3/075 (2006.01)
A61K 31/785 (2006.01)
A61K 41/00 (2006.01)
A61K 8/04 (2006.01)
A61K 8/88 (2006.01)
A61K 9/10 (2006.01)
A61L 15/22 (2006.01)
A61L 24/04 (2006.01)
A61P 17/00 (2006.01)
A61Q 19/08 (2006.01)
C08F 2/50 (2006.01)
C08K 5/1545 (2006.01)
C08L 33/14 (2006.01)";"I-63038 Grottammare
GR-145 62 Athens
Laval, Québec H7Y 2A8
Montréal Québec H3X 2K6
Outremont, Québec H2V 1Y7
Kirkland, Québec H9H 4L5";"IT
GR
CA
CA
CA
CA";"Laval, QC H7V 4A7";"CA";"London EC4M 7AW";"GB";"BIOPHOTONIC HYDROGELS";""
"EP 3152808 A1 20170412";"20170412";"201715";"en";"IT TO20140443 20140603";"20140603";"20140603";"WO2015186033 20151210 [2015-49]";"IB2015054053 20150529 (it)";"20150529";"";"";"";"H01S 3/16 (2006.01)
H01S 5/10 (2006.01)
H01S 5/34 (2006.01)
H01S 5/347 (2006.01)
B82Y 20/00 (2011.01)
H01S 5/125 (2006.01)";"I-16148 Genova
Washington, DC 20375
GR-15231 Chalandri (Athens)
08015 Barcelona
I-16131 Genova
I-16145 Genova
I-16014 Ceranesi (Genova)";"IT
US
GR
ES
IT
IT
IT";"16163 Genova";"IT";"10152 Torino";"IT";"CONTINUOUS-WAVE PUMPED COLLOIDAL NANOCRYSTAL LASER";""
"EP 3153177 A1 20170412";"20170412";"201715";"en";"US 201261701502 P 20120914
US 201261701510 P 20120914
US 201261701513 P 20120914
US 201361766611 P 20130219
US 201313830488 20130314
GB 201307157 20130419
WO PCT/CA2013/000395 20130419
US 201361873791 P 20130904";"20120914
20120914
20120914
20130219
20130314
20130419
20130419
20130904";"20120914";"";"";"";"";"";"";"A61K 41/00 (2006.01)
A61P 17/00 (2006.01)
A61P 17/02 (2006.01)
C09B 11/28 (2006.01)
A61K 8/49 (2006.01)
A61Q 19/08 (2006.01)
C09B 67/22 (2006.01)";"145 62 Athens
63038 Grottammare";"GR
IT";"Laval QC H7V 4A7";"CA";"London EC4M 7AW";"GB";"CHROMOPHORE COMBINATIONS FOR BIOPHOTONIC USES";"The present disclosure provides biophotonic compositions and methods useful in phototherapy. In particular, the biophotonic compositions of the present disclosure may comprise at least two xanthene dyes. The biophotonic compositions and methods of the present disclosure are useful for promoting wound healing and skin rejuvenation, as well as treating skin disorders such as acne."
"EP 3157415 A1 20170426";"20170426";"201717";"en";"GB 201411072 20140620";"20140620";"20140620";"WO2015193514 20151223 [2015-51]";"EP2015064012 20150622 (en)";"20150622";"";"";"";"A61B 5/024 (2006.01)
A61B 5/11 (2006.01)
A61B 5/16 (2006.01)
G06F 19/00 (2011.01)
A61B 5/18 (2006.01)";"3010 Kessel-Lo
54454 Thessaloniki";"BE
GR";"3001 Heverlee";"BE";"3090 Overijse";"BE";"STRESS MONITORING FOR INDIVIDUALS IN MOVING STRUCTURES";""
"EP 3158127 A1 20170426";"20170426";"201717";"de";"DE 102014211929 20140623";"20140623";"20140623";"WO2015197273 20151230 [2015-52]";"EP2015061209 20150521 (de)";"20150521";"";"";"";"D07B 7/14 (2006.01)
B65G 15/36 (2006.01)
D07B 1/06 (2006.01)";"37647 Brevörde
37191 Katlenburg
GR-38222 Volos
GR-38221 Volos";"DE
DE
GR
GR";"30165 Hannover";"DE";"30001 Hannover";"DE";"METHOD FOR PRODUCING A TENSION MEMBER, TENSION MEMBER AND USE THEREOF";""
"EP 3160510 A1 20170503";"20170503";"201718";"en";"US 201462016522 P 20140624
US 201562100846 P 20150107";"20140624
20150107";"20140624";"WO2015196272 20151230 [2015-52]";"CA2015000407 20150623 (en)";"20150623";"";"";"";"A61K 47/02 (2006.01)
A61K 41/00 (2006.01)
A61K 8/20 (2006.01)
A61P 17/00 (2006.01)
A61P 17/02 (2006.01)
A61P 17/10 (2006.01)
A61Q 19/08 (2006.01)";"I-63038 Grottammare
GR-145 62 Athens";"IT
GR";"Laval, QC H7V 4A7";"CA";"London EC4M 7AW";"GB";"BIOPHOTONIC COMPOSITIONS COMPRISING HALOGEN AND USES THEREOF";""
"EP 3160854 A1 20170503";"20170503";"201718";"de";"DE 102014212601 20140630";"20140630";"20140630";"WO2016000953 20160107 [2016-01]";"EP2015063459 20150616 (de)";"20150616";"";"";"";"B65D 1/02 (2006.01)
B65D 1/20 (2006.01)
B65D 21/02 (2006.01)
B65D 23/10 (2006.01)
B65D 25/28 (2006.01)
B65D 83/00 (2006.01)";"40547 Düsseldorf
40215 Düsseldorf
32300 Orchomenos
41363 Jüchen";"DE
DE
GR
DE";"40589 Düsseldorf";"DE";"";"";"CONTAINER FOR LIQUID DETERGENT AND METHOD FOR THE METERED DISPENSING OF DETERGENT FROM THE CONTAINER";""
